"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","shouldSearchWithBrandFilter(String) Search with brand filter: Apple","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1005","Test different mobile gestures [1] Touch","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileGestures"
"","1004","Test data format validation","","2026-09-21","passed","2026-09-21","","io.demo.DataValidationTest","io.demo.DataValidationTest","shouldTestDataFormatValidation"
"","1002","Test different mobile app states [3] Data Saver","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileAppStates"
"","4","shouldCreateProductViaApi(String) Create product with category: Electronics","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1009","Load analytics dashboard","","2026-09-21","passed","2026-09-21","","io.demo.AnalyticsTest","io.demo.AnalyticsTest","shouldLoadAnalyticsDashboard"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: update","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","Test different event serialization formats [3] Protocol Buffers","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventSerializationFormats"
"","1","shouldCreateProductViaApi(String) Create product with category: Clothing","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1","Test different event delivery modes [3] Batch","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventDeliveryModes"
"","0","Delete user account","","2026-09-21","passed","2026-09-21","","io.demo.UserApiTest","io.demo.UserApiTest","shouldDeleteUserAccount"
"","1","Test different event priorities [5] Debug, 7 days","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventPriorities"
"","1","shouldDeleteOrderById(int) Delete order with ID: 78","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","1024","shouldPreventXssAttack(String) Test XSS prevention with payload: <img src=x onerror=alert('XSS')>","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldPreventXssAttack"
"","23","shouldSearchForDifferentProducts(String) Search for product: keyboard","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","1","shouldDeleteProductById(int) Delete product with ID: 40","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1026","CRM integration should work","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithCRM"
"","1","shouldDeleteProductById(int) Delete product with ID: 48","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1004","shouldTestOrderNotifications(String) Test order notifications: Email","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestOrderNotifications"
"","1002","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: Translation API","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1023","Export reports in different formats [2] Excel","","2026-09-21","failed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldExportReportsInDifferentFormats"
"","1002","shouldSortProductsBy(String) Sort products by: Rating","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSortProductsBy"
"","2","Test data insertion","","2026-09-21","passed","2026-09-21","","io.demo.DatabaseTest","io.demo.DatabaseTest","shouldTestDataInsertion"
"","24","shouldSearchWithSortOption(String) Search with sort option: Price High to Low","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithSortOption"
"","1","shouldGetProductById(int) Get product by ID: 27","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1","shouldSendNotificationViaChannel(String) Send notification via: teams","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","1002","Test different mobile device types [3] iPad","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileDeviceTypes"
"","1","shouldCheckProductDimensions(String) Check product dimensions for: Medium","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCheckProductDimensions"
"","1005","shouldRejectWeakPasswords(String) Test password strength for: password","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectWeakPasswords"
"","1026","Test different mobile gestures [3] Pinch","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileGestures"
"","1","shouldCheckOrderItems(String) Check order items for: Bulk Order","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCheckOrderItems"
"","1","Test different event storage backends [3] File System","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventStorageBackends"
"","1","shouldVerifyShippingAddress(String) Verify shipping address for: Pickup Point","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldVerifyShippingAddress"
"","1002","Generate regional reports [4] West","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateRegionalReports"
"","1002","shouldSearchProductsByCategory(String) Search product by category: Automotive","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","1","shouldCreateOrderViaApi(String) Create order with status: delivered","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCreateOrderViaApi"
"","22","shouldSearchWithRatingFilter(String) Search with rating filter: 3 stars","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithRatingFilter"
"","1002","shouldSortProductsBy(String) Sort products by: Name","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSortProductsBy"
"","1002","shouldTestShippingMethod(String) Test shipping method: Same Day","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestShippingMethod"
"","1002","shouldCreateOrderWithMultipleItems(int) Create order with 3 items","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","0","shouldGetProductById(int) Get product by ID: 30","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","24","shouldSearchWithBrandFilter(String) Search with brand filter: Samsung","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1002","shouldRejectDangerousFileTypes(String) Test file upload security for: .asp","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectDangerousFileTypes"
"","1","Test different event processing modes [4] Streaming","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingModes"
"","1026","Test different mobile network conditions [2] 3G","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNetworkConditions"
"","1","Test different log categories [4] Security, security.log","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogCategories"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: marketing","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","shouldGetNotificationById(int) Get notification by ID: 92","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","24","shouldSearchWithSortOption(String) Search with sort option: Rating","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithSortOption"
"","1001","shouldRejectWeakPasswords(String) Test password strength for: qwerty","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectWeakPasswords"
"","1","shouldFilterNotificationsByPriority(String) Filter notifications by priority: high","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldFilterNotificationsByPriority"
"","1","Test different event serialization formats [1] JSON","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventSerializationFormats"
"","1","shouldCreateProductViaApi(String) Create product with category: Garden","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","22","shouldSearchWithBrandFilter(String) Search with brand filter: Nike","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: alert","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","0","shouldCreateNotificationTemplate(String) Create notification template: Maintenance","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1002","Test different mobile notification types [2] SMS","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNotificationTypes"
"","1","shouldGetNotificationById(int) Get notification by ID: 89","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1","shouldSendNotificationViaChannel(String) Send notification via: whatsapp","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","1003","shouldIntegrateWithPaymentMethod(String) Test payment method integration: 2Checkout","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","23","shouldSearchWithBrandFilter(String) Search with brand filter: Dell","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1002","Test different mobile network conditions [3] 4G","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNetworkConditions"
"","2","Test different event processing features [1] Filtering","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingFeatures"
"","1003","shouldIntegrateWithSocialMedia(String) Test social media integration: Facebook","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1001","Test different mobile browsers [4] Samsung Internet","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileBrowsers"
"","1002","shouldTestPaymentMethod(String) Test payment method: Google Pay","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestPaymentMethod"
"","1","shouldUpdateProductPrice(String, double) Update product Product E price to 199.99","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldUpdateProductPrice"
"","1002","shouldRejectDangerousFileTypes(String) Test file upload security for: .php","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectDangerousFileTypes"
"","1","shouldValidateNotificationContent(String) Validate notification content for: Text Only","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1002","Test different mobile sensors [2] Camera","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileSensors"
"","1002","shouldTrackOrderStatus(String) Track order status: Pending","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTrackOrderStatus"
"","1002","shouldIntegrateWithSocialMedia(String) Test social media integration: Snapchat","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1","shouldUpdateOrderStatus(String, String) Update order Order B status to shipped","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldUpdateOrderStatus"
"","1024","Create new order with products","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateNewOrder"
"","25","shouldSearchWithCategoryFilter(String) Search with category filter: Beauty","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 105","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1","shouldTestProductVariants(String) Test product variants for: Size","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldTestProductVariants"
"","1002","Test different mobile sensors [4] Accelerometer","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileSensors"
"","1","shouldCheckProductDimensions(String) Check product dimensions for: Custom","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCheckProductDimensions"
"","1","shouldValidateNotificationContent(String) Validate notification content for: Dynamic Content","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1006","shouldIntegrateWithShippingProvider(String) Test shipping provider integration: FedEx","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithShippingProvider"
"","1","shouldDeleteProductById(int) Delete product with ID: 47","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","0","shouldDeleteProductById(int) Delete product with ID: 43","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1024","Check product inventory levels","","2026-09-21","failed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldCheckProductStock"
"","1","Test different event processing modes [2] Asynchronous","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingModes"
"","1003","shouldIntegrateWithInventorySystem(String) Test inventory system integration: NetSuite","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithInventorySystem"
"","1","shouldTestProductVariants(String) Test product variants for: Style","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldTestProductVariants"
"","1002","shouldIntegrateWithAnalytics(String) Test analytics integration: Adobe Analytics","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","0","shouldGetProductById(int) Get product by ID: 23","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1002","shouldRejectWeakPasswords(String) Test password strength for: 123456","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectWeakPasswords"
"","2","Test data query","","2026-09-21","passed","2026-09-21","","io.demo.DatabaseTest","io.demo.DatabaseTest","shouldTestDataQuery"
"","1","shouldGetOrderById(int) Get order by ID: 57","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1002","Edit product information","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldEditProduct"
"","0","shouldDeleteNotificationById(int) Delete notification with ID: 98","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1026","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: Stock API","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1","shouldSendNotificationViaChannel(String) Send notification via: slack","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","1003","shouldIntegrateWithInventorySystem(String) Test inventory system integration: FreshBooks","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithInventorySystem"
"","23","shouldSearchWithBrandFilter(String) Search with brand filter: Adidas","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1","Test different event serialization formats [4] Avro","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventSerializationFormats"
"","1","shouldValidateOrderTotal(String, double) Validate order total for: Order B","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldValidateOrderTotal"
"","1","shouldGetOrderById(int) Get order by ID: 63","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1026","Generate reports in different languages [1] English","","2026-09-21","failed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsInDifferentLanguages"
"","1","shouldValidateOrderTotal(String, double) Validate order total for: Order D","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldValidateOrderTotal"
"","1","shouldDeleteUserNote(String) Close issue via api","","2026-09-21","passed","2026-09-21","","io.demo.IssuesRestTest","io.demo.IssuesRestTest","shouldDeleteUserNote"
"","1005","Test different mobile screen resolutions [1] 320x568","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileScreenResolutions"
"","0","Test different event serialization formats [5] Binary","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventSerializationFormats"
"","1","Test different event organization features [1] Ordering","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventOrganizationFeatures"
"","1001","Generate reports with different priority levels [5] Info","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentPriorityLevels"
"","2","shouldValidateProductAvailability(String) Validate product availability: in_stock","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldValidateProductAvailability"
"","0","shouldSendNotificationViaChannel(String) Send notification via: push","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","1","shouldGetNotificationById(int) Get notification by ID: 93","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1003","shouldIntegrateWithInventorySystem(String) Test inventory system integration: Wave","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithInventorySystem"
"","23","shouldSearchWithCategoryFilter(String) Search with category filter: Automotive","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","1001","shouldTestPaymentMethod(String) Test payment method: PayPal","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestPaymentMethod"
"","1002","Test different mobile device types [5] Smartphone","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileDeviceTypes"
"","4","Test different log fields [1] Timestamp","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFields"
"","1","shouldCheckOrderItems(String) Check order items for: Multiple Items","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCheckOrderItems"
"","1002","Regular user cannot access admin panel","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldPreventUnauthorizedAccess"
"","1","shouldSearchProductsByBrand(String) Search products by brand: Canon","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldSearchProductsByBrand"
"","1002","Test workflow creation","","2026-09-21","passed","2026-09-21","","io.demo.WorkflowTest","io.demo.WorkflowTest","shouldTestWorkflowCreation"
"","1","shouldGetOrderById(int) Get order by ID: 58","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1004","Closing new issue for authorized user","","2026-09-21","passed","2026-09-21","","io.demo.IssuesWebTest","io.demo.IssuesWebTest","shouldCloseIssue"
"","1","shouldTestNotificationScheduling(String) Test notification scheduling for: 1 week","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","1007","shouldTestPaymentMethod(String) Test payment method: Credit Card","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestPaymentMethod"
"","1002","Generate reports for different time periods [5] Yearly","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateTimeBasedReports"
"","1","shouldCreateProductViaApi(String) Create product with category: Toys","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1","Test different event processing features [5] Validation","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingFeatures"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: product","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","shouldGetNotificationById(int) Get notification by ID: 94","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","24","shouldSearchWithPriceRange(int, int, String) Search with price range: 201 to 500","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithPriceRange"
"","1002","shouldTestShippingMethod(String) Test shipping method: Express","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestShippingMethod"
"","0","shouldGetProductById(int) Get product by ID: 26","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1024","shouldSearchProductsByCategory(String) Search product by category: Home","","2026-09-21","failed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","1","shouldValidateNotificationContent(String) Validate notification content for: HTML","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1007","shouldTestDeliveryDate(String, String) Test delivery date: Today","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestDeliveryDate"
"","0","Test different log formats [2] XML","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFormats"
"","0","Test different event observability features [2] Alerting","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventObservabilityFeatures"
"","0","shouldGetProductById(int) Get product by ID: 33","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","23","shouldSearchWithSortOption(String) Search with sort option: Price Low to High","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithSortOption"
"","1003","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Braintree","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1","Test different log destinations [5] Remote Server","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogDestinations"
"","0","shouldSearchProductsByBrand(String) Search products by brand: Nikon","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldSearchProductsByBrand"
"","2","Test different log formats [4] Structured","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFormats"
"","1","shouldDeleteOrderById(int) Delete order with ID: 70","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","30","shouldIntegrateWithShippingProvider(String) Test shipping provider integration: Royal Mail","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithShippingProvider"
"","1","shouldCreateNotificationTemplate(String) Create notification template: Newsletter","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1","shouldFilterNotificationsByPriority(String) Filter notifications by priority: critical","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldFilterNotificationsByPriority"
"","0","shouldTestPaymentProcessing(String) Test payment processing for: bank_transfer","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldTestPaymentProcessing"
"","25","shouldSearchWithBrandFilter(String) Search with brand filter: LG","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1002","Generate reports in different languages [4] German","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsInDifferentLanguages"
"","1002","Generate reports with different delivery methods [1] Real-time","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentDeliveryMethods"
"","3","Test different log levels [1] DEBUG","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogLevels"
"","1002","Generate different report types [3] Customer, Satisfaction","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentReportTypes"
"","1","Test different log levels [3] WARN","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogLevels"
"","1026","shouldIntegrateWithSocialMedia(String) Test social media integration: Pinterest","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1001","Generate different visualization types [4] Dashboard","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentVisualizationTypes"
"","23","shouldSearchForDifferentProducts(String) Search for product: monitor","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
